,uigf_gacha_type,gacha_type,item_id,count,time,name,item_type,rank_type,api_id
86,301,400,12305,1,2022-09-19 18:06:03,以理服人,武器,3,1663581960000140886
87,301,400,14301,1,2022-09-19 18:06:03,魔导绪论,武器,3,1663581960000140986
88,301,400,12302,1,2022-09-19 18:06:49,沐浴龙血的剑,武器,3,1663581960000151586
89,301,400,11306,1,2022-09-19 18:06:49,飞天御剑,武器,3,1663581960000151686
90,301,400,14302,1,2022-09-19 18:06:49,讨龙英杰谭,武器,3,1663581960000151786
91,301,400,14304,1,2022-09-19 18:06:49,翡玉法球,武器,3,1663581960000151886
92,301,400,14301,1,2022-09-19 18:06:49,魔导绪论,武器,3,1663581960000151986
93,301,400,12302,1,2022-09-19 18:06:49,沐浴龙血的剑,武器,3,1663581960000152086
94,301,400,10000043,1,2022-09-19 18:06:49,砂糖,角色,4,1663581960000152186
95,301,400,12302,1,2022-09-19 18:06:49,沐浴龙血的剑,武器,3,1663581960000152286
96,301,400,15302,1,2022-09-19 18:06:49,神射手之誓,武器,3,1663581960000152386
97,301,400,15302,1,2022-09-19 18:06:49,神射手之誓,武器,3,1663581960000152486
98,200,200,14302,1,2022-09-20 01:34:41,讨龙英杰谭,武器,3,1663607160000408986
99,301,400,11301,1,2022-09-28 13:55:45,冷刃,武器,3,1664341560017704686
100,301,400,13303,1,2022-09-28 13:55:45,黑缨枪,武器,3,1664341560017704786
101,301,400,14304,1,2022-09-28 13:55:45,翡玉法球,武器,3,1664341560017704886
102,301,400,15302,1,2022-09-28 13:55:45,神射手之誓,武器,3,1664341560017704986
103,301,400,11306,1,2022-09-28 13:55:45,飞天御剑,武器,3,1664341560017705086
104,301,400,12305,1,2022-09-28 13:55:45,以理服人,武器,3,1664341560017705186
105,301,400,10000053,1,2022-09-28 13:55:45,早柚,角色,4,1664341560017705286
106,301,400,14302,1,2022-09-28 13:55:45,讨龙英杰谭,武器,3,1664341560017705386
107,301,400,15302,1,2022-09-28 13:55:45,神射手之誓,武器,3,1664341560017705486
108,301,400,13303,1,2022-09-28 13:55:45,黑缨枪,武器,3,1664341560017705586
109,301,400,14302,1,2022-09-28 13:55:54,讨龙英杰谭,武器,3,1664341560017741586
110,301,400,14301,1,2022-09-28 13:55:54,魔导绪论,武器,3,1664341560017741686
111,301,400,11306,1,2022-09-28 13:55:54,飞天御剑,武器,3,1664341560017741786
112,301,400,11302,1,2022-09-28 13:55:54,黎明神剑,武器,3,1664341560017741886
113,301,400,14301,1,2022-09-28 13:55:54,魔导绪论,武器,3,1664341560017741986
114,301,400,11405,1,2022-09-28 13:55:54,匣里龙吟,武器,4,1664341560017742086
115,301,400,15302,1,2022-09-28 13:55:54,神射手之誓,武器,3,1664341560017742186
116,301,400,11301,1,2022-09-28 13:55:54,冷刃,武器,3,1664341560017742286
117,301,400,11302,1,2022-09-28 13:55:54,黎明神剑,武器,3,1664341560017742386
118,301,400,13303,1,2022-09-28 13:55:54,黑缨枪,武器,3,1664341560017742486
119,301,400,11301,1,2022-09-28 13:56:03,冷刃,武器,3,1664341560017776986
120,301,400,10000053,1,2022-09-28 13:56:03,早柚,角色,4,1664341560017777086
121,301,400,11306,1,2022-09-28 13:56:03,飞天御剑,武器,3,1664341560017777186
122,301,400,11302,1,2022-09-28 13:56:03,黎明神剑,武器,3,1664341560017777286
123,301,400,10000072,1,2022-09-28 13:56:03,坎蒂丝,角色,4,1664341560017777386
124,301,400,12301,1,2022-09-28 13:56:03,铁影阔剑,武器,3,1664341560017777486
125,301,400,11301,1,2022-09-28 13:56:03,冷刃,武器,3,1664341560017777586
126,301,400,11302,1,2022-09-28 13:56:03,黎明神剑,武器,3,1664341560017777686
127,301,400,14304,1,2022-09-28 13:56:03,翡玉法球,武器,3,1664341560017777786
128,301,400,12301,1,2022-09-28 13:56:03,铁影阔剑,武器,3,1664341560017777886
129,301,400,10000072,1,2022-09-28 13:56:14,坎蒂丝,角色,4,1664341560017825286
130,301,400,14304,1,2022-09-28 13:56:14,翡玉法球,武器,3,1664341560017825386
131,301,400,11306,1,2022-09-28 13:56:14,飞天御剑,武器,3,1664341560017825486
132,301,400,15304,1,2022-09-28 13:56:14,弹弓,武器,3,1664341560017825586
133,301,400,15301,1,2022-09-28 13:56:14,鸦羽弓,武器,3,1664341560017825686
134,301,400,13303,1,2022-09-28 13:56:14,黑缨枪,武器,3,1664341560017825786
135,301,400,14304,1,2022-09-28 13:56:14,翡玉法球,武器,3,1664341560017825886
136,301,400,15302,1,2022-09-28 13:56:14,神射手之誓,武器,3,1664341560017825986
137,301,400,11306,1,2022-09-28 13:56:14,飞天御剑,武器,3,1664341560017826086
138,301,400,12401,1,2022-09-28 13:56:14,西风大剑,武器,4,1664341560017826186
139,301,400,14301,1,2022-09-28 13:56:25,魔导绪论,武器,3,1664341560017874586
140,301,400,12302,1,2022-09-28 13:56:25,沐浴龙血的剑,武器,3,1664341560017874686
141,301,400,15302,1,2022-09-28 13:56:25,神射手之誓,武器,3,1664341560017874786
142,301,400,11302,1,2022-09-28 13:56:25,黎明神剑,武器,3,1664341560017874886
143,301,400,15304,1,2022-09-28 13:56:25,弹弓,武器,3,1664341560017874986
144,301,400,14301,1,2022-09-28 13:56:25,魔导绪论,武器,3,1664341560017875086
145,301,400,15304,1,2022-09-28 13:56:25,弹弓,武器,3,1664341560017875186
146,301,400,12301,1,2022-09-28 13:56:25,铁影阔剑,武器,3,1664341560017875286
147,301,400,10000022,1,2022-09-28 13:56:25,温迪,角色,5,1664341560017875386
148,301,400,10000065,1,2022-09-28 13:56:25,久岐忍,角色,4,1664341560017875486
149,200,200,14304,1,2022-09-29 12:53:37,翡玉法球,武器,3,1664424360004242086
150,200,200,14304,1,2022-09-29 12:53:56,翡玉法球,武器,3,1664424360004268486
151,200,200,11306,1,2022-09-29 12:54:01,飞天御剑,武器,3,1664424360004278086
152,200,200,15301,1,2022-09-29 12:54:05,鸦羽弓,武器,3,1664424360004283986
153,200,200,10000068,1,2022-09-29 12:54:11,多莉,角色,4,1664424360004294186
154,200,200,14304,1,2022-09-29 17:57:19,翡玉法球,武器,3,1664442360002763686
155,200,200,15302,1,2022-09-30 23:11:08,神射手之誓,武器,3,1664550360001351286
156,200,200,13303,1,2022-09-30 23:11:15,黑缨枪,武器,3,1664550360001360786
157,200,200,14302,1,2022-09-30 23:11:20,讨龙英杰谭,武器,3,1664550360001372686
158,200,200,14304,1,2022-09-30 23:34:08,翡玉法球,武器,3,1664550360003985286
159,200,200,13303,1,2022-09-30 23:34:15,黑缨枪,武器,3,1664550360003998586
160,200,200,15301,1,2022-10-01 02:13:55,鸦羽弓,武器,3,1664561160000670886
161,200,200,15302,1,2022-10-01 02:14:02,神射手之誓,武器,3,1664561160000676986
162,200,200,14401,1,2022-10-01 02:14:09,西风秘典,武器,4,1664561160000681686
163,200,200,13401,1,2022-10-01 14:27:52,匣里灭辰,武器,4,1664604360004438486
164,200,200,15302,1,2022-10-01 14:27:59,神射手之誓,武器,3,1664604360004455686
165,200,200,12301,1,2022-10-01 14:28:05,铁影阔剑,武器,3,1664604360004471086
166,200,200,14302,1,2022-10-05 21:47:34,讨龙英杰谭,武器,3,1664975160002436986
167,200,200,12305,1,2022-10-08 00:03:15,以理服人,武器,3,1665158760000114186
168,200,200,15301,1,2022-10-08 00:03:22,鸦羽弓,武器,3,1665158760000116286
169,200,200,11302,1,2022-10-09 23:34:53,黎明神剑,武器,3,1665327960001185186
170,200,200,11302,1,2022-10-09 23:35:00,黎明神剑,武器,3,1665327960001188186
171,200,200,11302,1,2022-10-11 18:20:30,黎明神剑,武器,3,1665482760000431286
172,301,301,14304,1,2022-10-14 18:08:40,翡玉法球,武器,3,1665741960032952986
173,301,301,13303,1,2022-10-14 18:08:40,黑缨枪,武器,3,1665741960032953086
174,301,301,14302,1,2022-10-14 18:08:40,讨龙英杰谭,武器,3,1665741960032953186
175,301,301,13303,1,2022-10-14 18:08:40,黑缨枪,武器,3,1665741960032953286
176,301,301,13303,1,2022-10-14 18:08:40,黑缨枪,武器,3,1665741960032953386
177,301,301,14304,1,2022-10-14 18:08:40,翡玉法球,武器,3,1665741960032953486
178,301,301,13303,1,2022-10-14 18:08:40,黑缨枪,武器,3,1665741960032953586
179,301,301,15302,1,2022-10-14 18:08:40,神射手之誓,武器,3,1665741960032953686
180,301,301,12301,1,2022-10-14 18:08:40,铁影阔剑,武器,3,1665741960032953786
181,301,301,10000014,1,2022-10-14 18:08:40,芭芭拉,角色,4,1665741960032953886
182,301,301,11301,1,2022-10-14 18:08:49,冷刃,武器,3,1665741960033291686
183,301,301,12305,1,2022-10-14 18:08:49,以理服人,武器,3,1665741960033291786
184,301,301,15301,1,2022-10-14 18:08:49,鸦羽弓,武器,3,1665741960033291886
185,301,301,10000014,1,2022-10-14 18:08:49,芭芭拉,角色,4,1665741960033291986
186,301,301,13303,1,2022-10-14 18:08:49,黑缨枪,武器,3,1665741960033292086
187,301,301,15302,1,2022-10-14 18:08:49,神射手之誓,武器,3,1665741960033292186
188,301,301,14302,1,2022-10-14 18:08:49,讨龙英杰谭,武器,3,1665741960033292286
189,301,301,11302,1,2022-10-14 18:08:49,黎明神剑,武器,3,1665741960033292386
190,301,301,15304,1,2022-10-14 18:08:49,弹弓,武器,3,1665741960033292486
191,301,301,14302,1,2022-10-14 18:08:49,讨龙英杰谭,武器,3,1665741960033292586
192,301,301,12301,1,2022-10-14 18:09:20,铁影阔剑,武器,3,1665741960034519886
193,301,301,14304,1,2022-10-14 18:09:20,翡玉法球,武器,3,1665741960034519986
194,301,301,11405,1,2022-10-14 18:09:20,匣里龙吟,武器,4,1665741960034520086
195,301,301,15301,1,2022-10-14 18:09:20,鸦羽弓,武器,3,1665741960034520186
196,301,301,14301,1,2022-10-14 18:09:20,魔导绪论,武器,3,1665741960034520286
197,301,301,11302,1,2022-10-14 18:09:20,黎明神剑,武器,3,1665741960034520386
198,301,301,14301,1,2022-10-14 18:09:20,魔导绪论,武器,3,1665741960034520486
199,301,301,12302,1,2022-10-14 18:09:20,沐浴龙血的剑,武器,3,1665741960034520586
200,301,301,10000014,1,2022-10-14 18:09:20,芭芭拉,角色,4,1665741960034520686
201,301,301,14302,1,2022-10-14 18:09:20,讨龙英杰谭,武器,3,1665741960034520786
202,301,301,12302,1,2022-10-14 18:10:19,沐浴龙血的剑,武器,3,1665741960036644886
203,301,301,15304,1,2022-10-14 18:10:19,弹弓,武器,3,1665741960036644986
204,301,301,15304,1,2022-10-14 18:10:19,弹弓,武器,3,1665741960036645086
205,301,301,11301,1,2022-10-14 18:10:19,冷刃,武器,3,1665741960036645186
206,301,301,11302,1,2022-10-14 18:10:19,黎明神剑,武器,3,1665741960036645286
207,301,301,15301,1,2022-10-14 18:10:19,鸦羽弓,武器,3,1665741960036645386
208,301,301,12302,1,2022-10-14 18:10:19,沐浴龙血的剑,武器,3,1665741960036645486
209,301,301,12302,1,2022-10-14 18:10:19,沐浴龙血的剑,武器,3,1665741960036645586
210,301,301,10000031,1,2022-10-14 18:10:19,菲谢尔,角色,4,1665741960036645686
211,301,301,13303,1,2022-10-14 18:10:19,黑缨枪,武器,3,1665741960036645786
212,200,200,10000045,1,2022-10-17 21:43:01,罗莎莉亚,角色,4,1666011960001759986
213,301,301,14302,1,2022-10-17 21:43:17,讨龙英杰谭,武器,3,1666011960001773686
214,200,200,14301,1,2022-10-17 21:44:23,魔导绪论,武器,3,1666011960001828786
215,301,301,11306,1,2022-10-18 14:56:59,飞天御剑,武器,3,1666073160001464486
216,301,301,15302,1,2022-10-18 14:57:07,神射手之誓,武器,3,1666073160001467186
217,301,301,15301,1,2022-10-18 14:57:15,鸦羽弓,武器,3,1666073160001472786
218,301,301,12301,1,2022-10-20 01:04:35,铁影阔剑,武器,3,1666199160000093686
219,301,301,14304,1,2022-10-20 01:04:44,翡玉法球,武器,3,1666199160000097086
220,301,301,12305,1,2022-10-20 22:39:26,以理服人,武器,3,1666274760002205386
221,301,301,10000014,1,2022-10-20 22:39:26,芭芭拉,角色,4,1666274760002205486
222,301,301,15304,1,2022-10-20 22:39:26,弹弓,武器,3,1666274760002205586
223,301,301,15302,1,2022-10-20 22:39:26,神射手之誓,武器,3,1666274760002205686
224,301,301,11302,1,2022-10-20 22:39:26,黎明神剑,武器,3,1666274760002205786
225,301,301,12301,1,2022-10-20 22:39:26,铁影阔剑,武器,3,1666274760002205886
226,301,301,12301,1,2022-10-20 22:39:26,铁影阔剑,武器,3,1666274760002205986
227,301,301,11301,1,2022-10-20 22:39:26,冷刃,武器,3,1666274760002206086
228,301,301,14302,1,2022-10-20 22:39:26,讨龙英杰谭,武器,3,1666274760002206186
229,301,301,12305,1,2022-10-20 22:39:26,以理服人,武器,3,1666274760002206286
230,200,200,12305,1,2022-10-21 13:52:25,以理服人,武器,3,1666328760001828986
231,200,200,14301,1,2022-10-21 13:52:32,魔导绪论,武器,3,1666328760001830386
232,200,200,15301,1,2022-10-21 13:52:38,鸦羽弓,武器,3,1666328760001834786
233,301,301,15403,1,2022-10-22 14:46:56,祭礼弓,武器,4,1666418760002095986
234,301,301,14304,1,2022-10-22 14:47:10,翡玉法球,武器,3,1666418760002105186
235,301,301,15304,1,2022-10-23 14:31:24,弹弓,武器,3,1666505160001297786
236,301,301,12301,1,2022-10-23 14:31:30,铁影阔剑,武器,3,1666505160001303586
237,301,301,13303,1,2022-10-23 21:45:47,黑缨枪,武器,3,1666530360004290786
238,301,301,15304,1,2022-10-23 21:45:54,弹弓,武器,3,1666530360004297586
239,301,301,12302,1,2022-10-24 14:39:57,沐浴龙血的剑,武器,3,1666591560000704386
240,301,301,11302,1,2022-10-24 14:40:05,黎明神剑,武器,3,1666591560000705386
241,301,301,13303,1,2022-10-26 10:33:16,黑缨枪,武器,3,1666749960000499686
242,301,301,11302,1,2022-10-26 10:33:23,黎明神剑,武器,3,1666749960000500386
243,301,301,10000024,1,2022-10-26 13:25:18,北斗,角色,4,1666760760000686386
244,301,301,15304,1,2022-10-27 01:04:20,弹弓,武器,3,1666803960000055186
245,200,200,15302,1,2022-10-29 21:08:07,神射手之誓,武器,3,1667048760000327486
246,200,200,11502,1,2022-10-29 21:08:13,天空之刃,武器,5,1667048760000330886
247,301,301,15301,1,2022-10-31 02:03:42,鸦羽弓,武器,3,1667153160000021186
248,200,200,14302,1,2022-11-01 13:39:10,讨龙英杰谭,武器,3,1667279160001901286
249,200,200,14304,1,2022-11-01 13:39:15,翡玉法球,武器,3,1667279160001902786
250,200,200,15302,1,2022-11-01 13:39:21,神射手之誓,武器,3,1667279160001906986
251,200,200,15401,1,2022-11-01 13:39:27,西风猎弓,武器,4,1667279160001912886
252,200,200,12301,1,2022-11-01 13:39:34,铁影阔剑,武器,3,1667279160001917186
253,301,301,12302,1,2022-11-02 10:49:19,沐浴龙血的剑,武器,3,1667354760049069686
254,301,301,12301,1,2022-11-02 10:49:19,铁影阔剑,武器,3,1667354760049069786
255,301,301,12302,1,2022-11-02 10:49:19,沐浴龙血的剑,武器,3,1667354760049069886
256,301,301,11302,1,2022-11-02 10:49:19,黎明神剑,武器,3,1667354760049069986
257,301,301,11306,1,2022-11-02 10:49:19,飞天御剑,武器,3,1667354760049070086
258,301,301,14301,1,2022-11-02 10:49:19,魔导绪论,武器,3,1667354760049070186
259,301,301,10000073,1,2022-11-02 10:49:19,纳西妲,角色,5,1667354760049070286
260,301,301,10000044,1,2022-11-02 10:49:19,辛焱,角色,4,1667354760049070386
261,301,301,15301,1,2022-11-02 10:49:19,鸦羽弓,武器,3,1667354760049070486
262,301,301,14301,1,2022-11-02 10:49:19,魔导绪论,武器,3,1667354760049070586
263,301,301,15304,1,2022-11-02 10:49:30,弹弓,武器,3,1667354760050560986
264,301,301,15301,1,2022-11-02 10:49:30,鸦羽弓,武器,3,1667354760050561086
265,301,301,14302,1,2022-11-02 10:49:30,讨龙英杰谭,武器,3,1667354760050561186
266,301,301,14304,1,2022-11-02 10:49:30,翡玉法球,武器,3,1667354760050561286
267,301,301,11306,1,2022-11-02 10:49:30,飞天御剑,武器,3,1667354760050561386
268,301,301,11302,1,2022-11-02 10:49:30,黎明神剑,武器,3,1667354760050561486
269,301,301,12302,1,2022-11-02 10:49:30,沐浴龙血的剑,武器,3,1667354760050561586
270,301,301,10000034,1,2022-11-02 10:49:30,诺艾尔,角色,4,1667354760050561686
271,301,301,13303,1,2022-11-02 10:49:30,黑缨枪,武器,3,1667354760050561786
272,301,301,15304,1,2022-11-02 10:49:30,弹弓,武器,3,1667354760050561886
273,301,301,12302,1,2022-11-02 10:49:37,沐浴龙血的剑,武器,3,1667354760051529786
274,301,301,15301,1,2022-11-02 10:49:37,鸦羽弓,武器,3,1667354760051529886
275,301,301,12302,1,2022-11-02 10:49:37,沐浴龙血的剑,武器,3,1667354760051529986
276,301,301,11306,1,2022-11-02 10:49:37,飞天御剑,武器,3,1667354760051530086
277,301,301,14304,1,2022-11-02 10:49:37,翡玉法球,武器,3,1667354760051530186
278,301,301,12301,1,2022-11-02 10:49:37,铁影阔剑,武器,3,1667354760051530286
279,301,301,10000032,1,2022-11-02 10:49:37,班尼特,角色,4,1667354760051530386
280,301,301,13303,1,2022-11-02 10:49:37,黑缨枪,武器,3,1667354760051530486
281,301,301,15301,1,2022-11-02 10:49:37,鸦羽弓,武器,3,1667354760051530586
282,301,301,15301,1,2022-11-02 10:49:37,鸦羽弓,武器,3,1667354760051530686
283,301,301,10000032,1,2022-11-02 10:49:42,班尼特,角色,4,1667354760052250186
284,301,301,15304,1,2022-11-02 10:49:42,弹弓,武器,3,1667354760052250286
285,301,301,11306,1,2022-11-02 10:49:42,飞天御剑,武器,3,1667354760052250386
286,301,301,11301,1,2022-11-02 10:49:42,冷刃,武器,3,1667354760052250486
287,301,301,11306,1,2022-11-02 10:49:42,飞天御剑,武器,3,1667354760052250586
288,301,301,15301,1,2022-11-02 10:49:42,鸦羽弓,武器,3,1667354760052250686
289,301,301,14302,1,2022-11-02 10:49:42,讨龙英杰谭,武器,3,1667354760052250786
290,301,301,12301,1,2022-11-02 10:49:42,铁影阔剑,武器,3,1667354760052250886
291,301,301,12401,1,2022-11-02 10:49:42,西风大剑,武器,4,1667354760052250986
292,301,301,12302,1,2022-11-02 10:49:42,沐浴龙血的剑,武器,3,1667354760052251086
293,301,301,13303,1,2022-11-02 10:49:46,黑缨枪,武器,3,1667354760052769886
294,301,301,14302,1,2022-11-02 10:49:46,讨龙英杰谭,武器,3,1667354760052769986
295,301,301,12305,1,2022-11-02 10:49:46,以理服人,武器,3,1667354760052770086
296,301,301,15301,1,2022-11-02 10:49:46,鸦羽弓,武器,3,1667354760052770186
297,301,301,12302,1,2022-11-02 10:49:46,沐浴龙血的剑,武器,3,1667354760052770286
298,301,301,15304,1,2022-11-02 10:49:46,弹弓,武器,3,1667354760052770386
299,301,301,12305,1,2022-11-02 10:49:46,以理服人,武器,3,1667354760052770486
300,301,301,10000034,1,2022-11-02 10:49:46,诺艾尔,角色,4,1667354760052770586
301,301,301,11301,1,2022-11-02 10:49:46,冷刃,武器,3,1667354760052770686
302,301,301,15304,1,2022-11-02 10:49:46,弹弓,武器,3,1667354760052770786
303,301,301,15403,1,2022-11-02 10:49:53,祭礼弓,武器,4,1667354760053746386
304,301,301,15302,1,2022-11-02 10:49:53,神射手之誓,武器,3,1667354760053746486
305,301,301,12305,1,2022-11-02 10:49:53,以理服人,武器,3,1667354760053746586
306,301,301,11306,1,2022-11-02 10:49:53,飞天御剑,武器,3,1667354760053746686
307,301,301,11301,1,2022-11-02 10:49:53,冷刃,武器,3,1667354760053746786
308,301,301,11306,1,2022-11-02 10:49:53,飞天御剑,武器,3,1667354760053746886
309,301,301,14302,1,2022-11-02 10:49:53,讨龙英杰谭,武器,3,1667354760053746986
310,301,301,12302,1,2022-11-02 10:49:53,沐浴龙血的剑,武器,3,1667354760053747086
311,301,301,11306,1,2022-11-02 10:49:53,飞天御剑,武器,3,1667354760053747186
312,301,301,15301,1,2022-11-02 10:49:53,鸦羽弓,武器,3,1667354760053747286
313,301,301,10000020,1,2022-11-02 10:50:00,雷泽,角色,4,1667354760054643986
